학교코드_공시연도,지역,정보공시 학교코드,학교명,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부
S010000657-2022,서울특별시 서초구,S010000657,서울웹툰애니메이션고등학교,1,0,2,14,20,0,20,187,184,10,10,6,2,2,4,4,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,단순설치,적정설치,적정설치,적정설치
S010000657-2023,서울특별시 서초구,S010000657,서울웹툰애니메이션고등학교,1,0,2,14,20,0,20,187,139,7,6,5,4,4,5,2,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,적정설치,적정설치,적정설치
S010000657-2024,서울특별시 서초구,S010000657,서울웹툰애니메이션고등학교,1,1,1,11,20,81,20,81,76,7,6,5,4,4,5,2,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,적정설치,적정설치,적정설치
S010000658-2021,서울특별시 용산구,S010000658,선린인터넷고등학교,0,0,0,0,0,0,0,0,884,10,10,10,3,6,4,2,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
S010000658-2022,서울특별시 용산구,S010000658,선린인터넷고등학교,0,0,0,36,0,0,0,700,833,10,6,10,5,4,4,0,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
S010000658-2023,서울특별시 용산구,S010000658,선린인터넷고등학교,8,0,7,4,132,0,124,121,771,10,10,10,5,5,3,2,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
S010000658-2024,서울특별시 용산구,S010000658,선린인터넷고등학교,8,0,7,4,132,0,124,121,720,10,10,10,5,5,3,3,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000659-2021,서울특별시 은평구,S010000659,세명컴퓨터고등학교,0,1,0,0,0,7,0,0,642,15.7,13.2,36.2,16.4,2,6.3,5,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치
S010000659-2022,서울특별시 은평구,S010000659,세명컴퓨터고등학교,0,0,0,0,0,0,0,0,629,13,12,21,9,4,4,3,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치
S010000659-2023,서울특별시 은평구,S010000659,세명컴퓨터고등학교,0,0,0,0,0,0,0,0,573,8,9,22.7,10,10,3.7,6,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치
S010000659-2024,서울특별시 은평구,S010000659,세명컴퓨터고등학교,0,0,0,0,0,0,0,0,515,13,11,19,15,15,3,11,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치
S010000662-2021,서울특별시 마포구,S010000662,한세사이버보안고등학교,0,0,0,0,0,0,0,0,335,8,9,8,2,6,1,3,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000662-2022,서울특별시 마포구,S010000662,한세사이버보안고등학교,2,0,2,2,15,0,296,15,308,8,9,8,2,6,1,3,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000662-2023,서울특별시 마포구,S010000662,한세사이버보안고등학교,13,0,2,2,240,0,240,240,249,8,9,8,6,2,1,3,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000662-2024,서울특별시 마포구,S010000662,한세사이버보안고등학교,1,1,2,0,37,37,214,0,216,8,9,8,6,2,1,3,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000663-2021,서울특별시 송파구,S010000663,광성하늘빛학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000663-2022,서울특별시 송파구,S010000663,광성하늘빛학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000663-2023,서울특별시 송파구,S010000663,광성하늘빛학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000663-2024,서울특별시 송파구,S010000663,광성하늘빛학교,0,0,0,0,0,0,0,0,0,13,11,8,5,5,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000664-2021,서울특별시 동작구,S010000664,누리학교,0,0,0,0,0,0,0,0,0,9,8,6,3,5,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000664-2022,서울특별시 동작구,S010000664,누리학교,0,0,0,0,0,0,0,0,0,10,10,8,5,5,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000664-2023,서울특별시 동작구,S010000664,누리학교,0,0,0,0,0,0,0,0,0,13,10,8,9,9,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000664-2024,서울특별시 동작구,S010000664,누리학교,0,0,0,0,0,0,0,0,0,13,10,8,10,10,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000665-2021,서울특별시 강서구,S010000665,교남학교,0,0,0,0,0,0,0,0,83,12,10,10,6,6,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000665-2022,서울특별시 강서구,S010000665,교남학교,0,0,0,0,0,0,0,0,80,12,11,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000665-2023,서울특별시 강서구,S010000665,교남학교,0,0,13,0,0,0,75,0,75,10,9,5,5,5,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000665-2024,서울특별시 강서구,S010000665,교남학교,0,0,15,0,0,0,87,0,75,12,11,11,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000667-2021,서울특별시 서초구,S010000667,다니엘학교,0,0,0,0,0,0,0,0,173,12,10,8,4,6,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000667-2022,서울특별시 서초구,S010000667,다니엘학교,0,0,0,0,0,0,0,0,172,12,10,8,4,6,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000667-2023,서울특별시 서초구,S010000667,다니엘학교,0,0,0,0,0,0,0,0,170,12,10,8,4,6,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000667-2024,서울특별시 서초구,S010000667,다니엘학교,0,0,0,0,0,0,0,0,168,12,10,8,4,6,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000669-2021,서울특별시 강남구,S010000669,밀알학교,0,0,0,0,0,0,0,0,151,14,12,10,6,5,3,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000669-2022,서울특별시 강남구,S010000669,밀알학교,0,0,0,0,0,0,0,0,152,12,11,11,5,5,4,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000669-2023,서울특별시 강남구,S010000669,밀알학교,0,0,56,56,0,0,191,191,153,10,8,15,3,3,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000669-2024,서울특별시 강남구,S010000669,밀알학교,0,0,56,56,0,0,192,192,155,14,14,19,7,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000670-2021,서울특별시 관악구,S010000670,서울새롬학교,0,0,0,0,0,0,0,0,56,13,11,10,6,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000670-2022,서울특별시 관악구,S010000670,서울새롬학교,0,0,0,0,0,0,0,0,58,8,8,5,2,3,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000670-2023,서울특별시 관악구,S010000670,서울새롬학교,0,0,0,16,0,0,0,66,63,12,9,6,3,2,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000670-2024,서울특별시 관악구,S010000670,서울새롬학교,0,31,0,0,0,37,0,0,57,12,9,6,6,2,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000671-2021,서울특별시 광진구,S010000671,서울광진학교,0,0,0,0,0,0,0,0,107,12,9,19,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000671-2022,서울특별시 광진구,S010000671,서울광진학교,0,0,0,0,0,0,0,0,113,19,9,26,2,3,2,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000671-2023,서울특별시 광진구,S010000671,서울광진학교,0,0,43,0,0,0,137,0,117,19,9,38,2,3,2,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000671-2024,서울특별시 광진구,S010000671,서울광진학교,0,0,43,0,0,0,138,0,118,11,11,9,10,3,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000673-2021,서울특별시 노원구,S010000673,서울동천학교,0,0,0,0,0,0,0,0,189,10.2,9.9,18,7.7,2.4,1.2,1.2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000673-2022,서울특별시 노원구,S010000673,서울동천학교,0,0,0,0,0,0,0,0,186,8.6,8.5,11.9,5.5,1.1,1,1.1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000673-2023,서울특별시 노원구,S010000673,서울동천학교,2,0,0,0,9,0,0,0,181,9.5,10.4,15.5,4.1,4,2.3,1.9,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
